,STORY_ID,PROLIFIC_PID,Empathy_Reasons
838,653,5f22932ca6ff8f000918fdfb,"2,12"
839,432,5422ae1afdf99b328c91b203,9
840,421,5b228fcf50fde60001033592,"4,9,12"
841,742,6040017b80a0f41b03aeeddc,"4,7,8,12,13"
842,1537,5ebd5fa512c47d04402403da,"3,7,9"
843,477,5eef9a35dc23a40a1cfc9c35,"9,12"
844,1605,5c4707a0ba048c0001a10501,"1,2,4,8,9,11"
845,367,5707c536374137000ebbbc46,"2,3,8,9,12"
846,1466,660bdc29f5dec2745c7e7ee3,"4,9,11"
847,883,641caac53f757640ccec92a5,"7,9"
848,210,601c6342141cd277e220c083,"3,7,9"
849,796,59b6e6ddb269ef00018018c6,"3,4,7,12"
850,1851,603d3e53d42711c0d0c38b30,2
851,1945,5e07aa9cb638531138f72587,"4,7,13"
852,382,6418b45b47db2344473049d0,"3,6,8,9,10,12"
853,258,63d7dc6c0210225d447bf7f3,"1,5,8,9,11,12,13"
854,1534,5c60501d767686000100150c,"8,9"
855,169,5974d96dfc0cf30001fa0917,"3,4,9,11,12"
856,649,5c1fdc85e622c10001ece52a,"2,3,4,5"
857,327,5c5dadc66467ac0001b7fa53,"2,8,9,10"
858,1411,62b33e5e6103ca47d3c8a953,"7,12"
859,442,5f18911227e6bc08a74928e6,"1,3,4,12"
860,306,597f88ce7b7b850001fa4f3d,9
861,1306,60fd1ef5f8aa1972c4ec89ec,"5,10,11,12,13"
862,1508,607c90a7b48e5335f4aa334e,"1,2,4,7,9,10,13"
863,1755,5c48f116c41b2a000183e340,"5,8,12"
864,719,5e185c397eeb87000d989683,"3,7,9,10,12"
865,148,66146fd92ac6a61062a31bfb,"10,12,13"
866,1266,65fde9d26c99e7e8fc4e7cef,"1,3,5,7,8,9"
867,1734,5d833b0e6642ee0001bfa9cb,"2,3,4,7,9,10,11,12"
868,1894,5e58333d4b439f04b1069026,"4,9,13"
869,921,614c708c2f0a4c5a70229d3f,"2,4,7,9,13"
870,661,5ea3319a6a1a5b2a1175ed6e,"7,8"
871,672,5e480e306f7753000b908cb2,"2,3,12"
872,1789,6447b4178fa8801a09a7066e,"2,3,4,9,10,12"
873,428,65b1188cd0da6b9bf652eec2,"4,8,9,12"
874,598,5d61aca9b242ef0001f125b3,"2,4,6,8"
875,1040,65dca0062ffa0215b797936a,"1,2,3,9"
876,645,5cec0618539ced0001fbb47a,"1,3,4,5,7,8,9,10,11,12,13"
877,984,55f6be3a32af74000b17021c,"1,2,6,13"
878,144,5e9ffa9ee172201b04f1a4c6,"3,9,12"
879,684,644b1022f52845c480dcbf6c,"6,7,9,10"
880,149,5d096a5687e03b000176305c,"4,7,8,9,10,11,12"
881,105,60f19b1807eb96e727acb757,"4,5,8,9,12"
882,1583,5ea03f29271c1b0124707b36,"1,2,3,4,9,10"
883,240,568e997ce3ef9e000ca204d4,"5,7,8,9"
884,1254,56bb1e18724769000bb745f2,"1,3,4,6,8,9,12"
885,1538,66131c72bdee332e19db8abd,"3,6"
886,1580,5c4ad96f34ee9300011cb5e3,"1,4,7,9,10,12"
887,1038,63d2d8388a367c258ca82590,"1,3,4,6,7,8,9,10,11,12,13"
888,2,592621a771d4fe00012ce948,"5,6,7,9,10,11,13"
889,211,5be2ef2206c23800019f4731,"2,3,8,9,11,12,13"
890,1178,559d75befdf99b1e2b2dc522,2
891,1504,65fc61d874fb81c86e248af3,9
892,318,5c33668916da980001530dab,"7,10"
893,1263,615e3dff4cd52a82df742634,12
894,1182,58949eb70406cb00012d3603,2
895,351,6015966a246e51095f2235e7,"2,9,12"
896,1373,60d4497712b0332d4ccb9c48,"3,4,5,6,9,12"
897,200,5ea06914c2b73202ae7a3f29,"5,6,7,9"
898,51,5dd26e66e454cd28a9d3153d,"2,4,5,6,7"
899,440,655d1c0a4331ccc3c46cc8aa,"3,9,12"
900,1671,65b65f9bee8cfcbcf73dc63d,12
901,,5aa696af6219a30001c75d2a,"5,9,11"
902,183,65e360727c88e9a05fb69b89,"8,10,12"
903,851,5f4fbebb8bb76c0c01881651,"3,8,10,12"
904,272,5f5a785cfbf1061461451d9a,8
905,171,5c28b31a0091e40001ca5030,"2,3,4,8,12"
906,1726,65b63ff1e24d1e991c744b14,"2,5,7,8,9,10"
907,156,611152987d872a13bd7b7cac,"11,12,13"
908,454,6447e6a899705301d5a145dd,"2,4,7,8,12"
909,1436,5af9d543672ea800010d8e0f,"1,2,5,7,8,9,10,12"
910,2027,601d10cca1fb4b04cde830ea,"2,4,6,7"
911,2,5f5159109089363907f74a66,"7,8,13"
912,1500,5d50692435e3af0001f05a15,"2,3,4,6,7,8,9,10,11,12"
913,1234,5a9d223b89de8200013f1893,"1,3,4,5,6,7,9,12"
914,1388,5bb20c4ce05c350001ef337e,"4,5,6,9,12"
915,1695,5de7900ceb1b0a6fe754b2c6,"2,8"
916,158,59e71a3b1ac65d0001eb47ac,"8,9,10,11"
917,802,59ee263d0fb3a90001bd9e27,"2,6,8,9,12,13"
918,790,60d9dd8da844c89512174302,9
919,0,5eb12f8510e0ce205e7b25c7,11
920,1104,63d79f5acb27df24ca5787e3,"4,5,7"
921,1274,5ba2a1c8c96df90001ce9159,"5,8,13"
922,638,6156eb44180abbb2fd2cb6d8,"5,8,12"
923,729,5e6a923f59a3bd04d5edc606,"2,4,7,9,10,12"
924,664,5f2fdb4c86389a0388c01c08,"1,3,6,9,13"
925,299,59830a5913b0e00001f8e69e,5
926,1540,63468af37b3dfa433e101723,"3,8,9,12,13"
927,130,62ab29bfb1c80887f36dfcf3,"4,12"
928,1062,63ed50df25d0ea08696b393f,"8,9,12"
929,218,62b6cb277460cccbc8f27ad5,"2,4,7,8,9,11"
930,1318,5c1fcda0da51990001e15c54,"1,2,4,8,9,12,13"
931,1806,643918b7df602a9f3f3f66d7,"2,3,4"
932,299,5f50159de247cd17cf2ff86a,"3,4"
933,154,63ed0d97a93096d3dbfe8a3f,"2,3,7,8,9,12"
934,704,5efcda1f6893230ecb13c289,"6,7,9"
935,1869,5eafe830cf726802582beaa7,2
936,900,64136e2bd31ba4a3a7c16ddc,9
937,131,6544b6b0048c6646e5bf4db8,"7,13"
938,638,652ad609e095e0fa0d27223b,"7,10,12"
939,741,61507e42dcca22e52eac77a3,"4,9"
940,1388,660d6a1f4a7f1337de235daa,"2,3,4,5,6,7,8,9,10,12,13"
941,957,63b1c44ee564eef7558a59b6,2
942,1379,609e32861d0e5105a80d6d08,"2,3,4,6,8,10,13"
943,1273,63d7d8b34f3eff8002481ac2,"1,4,7,10,11,12"
944,215,5810bb25b2432b00013e29ab,"3,4,6,8,9,10,12,13"
945,418,60ccf8132d00b57fbb70fa5c,"4,12,13"
946,1316,5f2e72ed16a1ff1e83d98d1b,"2,3,4,6,7,9,12"
947,1274,59d38d62323bd80001e200bc,"3,4,6,8,9,10,11,12"
948,965,5dee5838ad51834ec9446722,3
949,312,622a2acebc012eadf07416ce,"1,3,4,7,8,10,13"
950,117,5cfe7e8bc2acc60001196300,"1,2,6,8,10,12,13"
951,867,65c9209712b2fc050e53e24b,"2,3,6,7,8,9,12,13"
952,,55d5b77ddb6a810006fa05d5,"4,6,10,12"
953,927,57c426fa9fe51d00012391f1,"5,9,10"
954,1753,65ff01d514284efb5b55cbd4,"3,4,6,7,9,12"
955,1602,63d7a22ff9d8f3c778a83305,"2,4"
956,158,5929c96027ea400001301061,"4,9,12"
957,241,5b39fe0206f9f90001fb91c8,"4,5,7,9,10"
958,223,62aa71a772b5744571eff041,"2,6,9,12"
959,332,5efcf3a44a5f9f10f4b8157c,8
960,309,5b1e614fbd262e0001491796,12
961,561,5a5b6255f6c5170001950ae0,"3,4,9"
962,215,6527f298aa950ede4c693adb,"2,3,8,10,13"
963,260,610c379b622767f70d0a4877,"5,6,7,8,12,13"
964,105,5a0e9f5c9b760100013a7944,"1,6"
965,1485,578bb26f6cc44500010448c8,"2,5,6,7,9,12,13"
966,629,6346e117e4e283094ff51b84,"2,5,6,7,11,13"
967,938,6157671b6ca7514f658ed117,"2,3,4,5,6,8,9,13"
968,1140,6172750b34d19d6f0cc3225f,"1,2,4,7,11,12,13"
969,423,611f8186d06a9e1844f3e012,"2,3,4,5,6,7,8,11,12,13"
970,1792,601aec420826f73f43a1f9ea,"4,9,10,12"
971,442,5ed43096f615650c8fb1b1ea,"2,3,4,6,7,8,9,10,11,12,13"
972,1101,5d1b5bb2e24a990001f3247d,
973,289,604516dcb387435f27f3ed6f,"3,4,9,11"
974,631,5f70fb1e3b94db7239601f14,1
975,1251,5f5516d830c59c0b17a70bb3,"1,3,4,5,9,10,13"
976,615,5717864c94d4fc001297198d,"6,8"
977,1710,5f155b98b1393b000d6bf745,"2,9"
978,346,5f4dbedb586c80a9fced2996,"3,4,8,9,10"
979,409,6452cc2bd7ea86957cae0411,"3,4,10,12,13"
980,888,5b868b33f7b3ca0001d775c2,12
981,1250,608a98cff4761037d7b67d8a,"2,3,6,7,8,9,10,12"
982,337,576ef8ede26bd40001ebf904,"3,9,10,13"
983,598,607db2d72b1c77ac47e82824,10
984,317,6601556e2bc205188b627eed,"3,4,7,8,9,10,12"
985,1104,5f316eef21591a012b2f07a9,"4,9"
986,1845,65230ecce6b5748e6df764fa,"7,8"
987,225,615ec0557ed77fa14b565382,"7,8"
988,302,5f46c8088b2fcb08987eaf32,"1,3,4,9,10,11,12"
989,2004,55d4a65558c35800053dbeb1,"3,4,9"
990,695,6013d4b389b4b22d7e76e61a,"2,3,9,13"
991,939,57acc170c6bab4000172a42e,"1,2,4,9,10,12,13"
992,506,5caa11e5a15c9800161ad16d,"3,10"
993,462,6522ca2204cc95f0b36facef,12
994,336,65c7824912b2fc050e5393a8,"8,9,12"
995,355,5d9ca4eff93dba0013e68c11,"3,4,7,10,11"
996,360,5e222506c5b5a208addb7155,"7,8,9,10,11,12"
997,1285,5fa317fdb76ab249d45f07aa,"3,7,8,9"
998,422,5838532eaac091000137f09e,"3,4,5,6,7,8,9,10,11,12,13"
999,1062,6509a5742b7243add613721c,7
1000,1704,62cebb481d8dff18f66ef320,"5,7,9,12"
1001,687,5fa3f95e37e424055200c834,"1,3,4,7,13"
1002,1379,5eefd6b37da4d24c8af3bcbc,"3,8,9"
1003,850,65e209621fce0d5fd8b3265f,7
1004,675,5ea02e5c3fb6e6000a30693b,"1,2,3,4,6,7,9,10,12,13"
1005,1369,5df03fabc1ef790aa5595f8f,"2,3,4,6,8,9,10,11,12"
1006,229,56ea3053f20ef3000c946e75,"3,5,8,9,12"
1007,47,63cbfe9db653522f0cc71cae,"1,2,3,10,12,13"
1008,366,6367e0db54b21863c92a66bc,"2,3,4,6,7,9,11,12,13"
1009,1953,5deebd169b8f245615d59507,"3,8,12"
1010,269,634c4cfeaca6573d137d35db,"6,7,10,12"
1011,865,5d4927e399f83a00152bad4c,"4,6,8,9,10,13"
1012,1253,58bef6fd31de840001e84ba0,"9,10"
1013,632,5c2cf8a7be4e9200014fc062,"5,8,9,10,13"
1014,224,63d3fc92d12b38b131ef6bc9,"6,8,13"
1015,2004,5f9ac9de923dca223848cf19,"3,6,8,9,10,12"
1016,418,609adf23689079ee978c6b0c,"3,4,7,9,11,12,13"
1017,425,5f4fed2281a77812a7413f76,12
1018,229,5c852c65f8e57d00158a12ca,"3,4,6,7,8,11,12"
1019,306,65fbec18b9660955d6a93adf,"3,12"
1020,278,63f0ac76a8c1914f6f163539,"4,9"
1021,2015,5cd726aab1fa62001a8de584,"2,4"
1022,1822,653582998afc6a35fa4c8086,"4,9"
1023,1241,5fdbf1bce6b2811086d25be3,"4,6,7,9"
1024,906,5ac4b010f69e940001d97645,"9,10"
1025,1666,5dd7f591ad0a617838322129,10
1026,259,5f454bb7d70eb1104c862a6a,"1,9,12"
1027,324,5d2075ccc26f84001566733c,"3,4,6,9,12"
1028,1708,609ead232ea62ae4a66e760c,"1,2,3,4,9,10,12"
1029,383,5f0f6811a0ed4a11dbc57b79,"3,4,5,6,7,8,9,10,11,12"
1030,1040,62c445bdf935bf8bba29ff67,2
1031,7,5a75e9c119042000015569af,"2,6,8,9,12"
1032,1607,606dacfe6d1f7e5f2d0f330f,"2,10,12"
1033,497,5714e0958adadb00098deed4,"1,4,6,7,9,10,13"
1034,125,5c3a4daa6c4e3d0001b89af8,"7,9,11,12"
1035,1600,5f5942abe280e617477ff75f,"7,8,9,10"
1036,1508,62dabd0c32decdde3f734147,"2,4,9,12"
1037,1314,603ab6ce208b756898441c4b,"4,5,8,9"
1038,965,6172de67839e8a220d6648b8,2
1039,1500,5e8a17ca3cbd116b88361755,"4,9"
1040,1752,6107ac8f64f6fba2fa7f00c7,"2,8,9,10,11,12,13"
1041,1601,5cb4b413a17c7300154f8b60,"1,2,3,4,5,6,7,8,9,10,11,12"
1042,90,62eaa17ac5ea95eb7896fcdb,"3,7,9,11,13"
1043,476,5b5e1d5f99aab30001b9a4bd,"4,7,12"
1044,223,5e8df7e8ae7a8007d30505e1,"2,3,8,9,10,12"
1045,1787,607f63ce9ffa404fca0400a9,"1,2,4,7,8,9,10,11,12,13"
1046,1810,605c9274dc5f3a6bffa23b54,"1,4,11"
1047,2015,5588b2bffdf99b7a7714efd1,"2,4,8"
1048,371,60aa6c8804d2aae2b7cce9d5,"1,2,4,6,9,12"
1049,468,5e8b5bd1ac48b2027b9f76e8,"4,6,7,13"
1050,1239,5c73e79d0b33c8001232339d,"2,4,9,10"
1051,546,6500749509b2c2afb6e3a40c,"5,7,9,12,13"
1052,568,5d1e0b068777b50001f52b0e,"9,10"
1053,1266,60e02be4699a3f5cbe314e99,"2,4,6,10,11,12"
1054,1538,5f0ef9c9ff62e3018320db31,"6,9,12,13"
1055,383,579e352f4d107800016dd96e,"1,2,7,8,9,12"
1056,1563,64404977e8c263e354f56708,"2,4,5,7,10,12"
1057,1092,5964ee31b752840001ca4ba4,"4,7,10,13"
1058,462,578cee979bd3d70001e50332,"2,3,4,6,10,11,12,13"
1059,408,5e7cd3b170dd7532f7177264,"1,2,7,9,13"
1060,1894,5671c7b0964ff30011ddd558,7
1061,1606,6319fb160fc7f174e5861d1d,"3,7,9,10,12"
1062,964,60bbf58b439332c544167c24,6
1063,450,5e84edae53c6f80a42d74120,"3,7,8,9,10,12,13"
1064,1118,5d2b11ac3a260c001af2d338,"3,8,11"
1065,742,5847e40d6cca010001fe2d64,"4,7,10,11"
1066,1191,60cf291e8b2a5d26dfc82f0d,"5,9,12"
1067,1860,5b6b82d96e85f50001ed5441,"3,6,7,9,13"
1068,1869,6101eeecbfd86b113fe98d3b,"8,10"
1069,402,56b48befb2de2a000b322754,"6,9,10,12"
1070,828,60187851316976127d909f30,"1,2,3,4,6,7,8,9,10,11,12,13"
1071,637,5fef10fbbf9ae41f48f739ee,"1,4,7,10,11,12"
1072,140,5c1575e62a407b0001ff2a4c,"3,4,12"
1073,315,5b49081c03732f000161ef3d,"6,12,13"
1074,1369,55677786fdf99b7650943938,"2,4,9,10,12"
1075,611,661403131cecbe255b64ca6f,"1,2,3,6,7,8,9"
1076,1712,5fef3d23f0b5edd6fabe8e64,10
1077,457,5b52f4933234ab00014ca442,"9,10"
1078,44,651abfea5d9ca5a432dd1988,"3,8,9"
1079,1726,654696643d59ab1463391adc,"2,3,4,8,9,10,13"
1080,632,5a3c20a442e5230001171832,"2,4,9"
1081,2005,5c7eb988ac63960015004d03,12
1082,1553,644963b432e6a701b58ea4ac,"1,2,3,4,9,10,11,12,13"
1083,1855,63d3fa85fbb34f6143c7458a,"2,3,4,7,8,9,10,13"
1084,395,63654d0e99f5b917e61dffac,"8,10,11,12"
1085,686,5af4579eb625f70001e0cfad,10
1086,341,5d78d57c8f579d001518e74f,"11,12"
1087,1910,65e0686de4c0c8cad9c176b3,"2,3,7,8"
1088,1693,5d40959e4db54a0016fecb7b,"2,4,6,8"
1089,1576,57d02eeec6c5ed00013fac58,"2,6,7,9"
1090,1498,5e8cb92b4fbc6b06bdb8a3d3,"2,4,5,9,10,12,13"
1091,1764,5edec2b3e095321650bddc22,"6,7"
1092,562,5f3fbbb2edd4d20456a952a4,2
1093,643,5e57e67bb836e0000d222062,"2,4,9,13"
1094,895,5e370bc58390cf6992ba7b1f,"4,9,12"
1095,1273,62d6dcf502178276f7fba480,"7,9,12"
1096,1253,5eff07d279c81803541503a8,9
1097,1808,65df0f097a0e518966525c0e,"3,9,13"
1098,145,594a8e2eeaa18e000163f6cd,"7,8,10,12"
1099,271,5d542c3a5af5900019bc80c4,"3,9"
1100,1255,60f69c70227ff30c0cf55e07,"6,7,8,9,12"
1101,311,5d4310bbd8e961001b825ca4,"10,12"
1102,1947,644a9152838d4d270af3b94f,"7,8,9,10,12"
1103,1858,62d999e7f5f2cde114f4169e,"2,3,7,8,9,12"
1104,1813,5b7af69d2f3fc30001374190,"2,6,9,10"
1105,622,642d957d5818c3b551dcb514,"2,3,4,7,9,12"
1106,966,5f2c2b2e4d46190913d07955,"2,3,4,5,7,8,9,11"
1107,1599,6320b0f0782ad75ec20759ea,9
1108,378,5d6d4596d01d750001a7c464,10
1109,1081,6400d8a392df8ab66a45814c,"5,12,13"
1110,275,65e638fffe158501e40a99ce,"3,8,12"
1111,685,6123519eeb9d4e4df41ad7d8,"4,10,11"
1112,1060,63ee7fdc7353888045333f01,"4,9,13"
1113,683,586325ee2bd3c900018593ea,"9,13"
1114,1400,5a8044b1eea3d300016e3da1,"3,4,6,8,9,11,12"
1115,1349,65e1e86ba954467561632132,"7,9,13"
1116,1839,5f2447bc5eb3020009277023,"3,9,12"
1117,1456,63658b4da2cc06a1cf53887c,4
1118,1846,62f108ab1d119c891d45ae6a,"2,4,12"
1119,1855,65aa5badd8f4e045c5147b43,"3,4"
1120,1307,62fccb9647eb07d62e9b6baa,"3,12,13"
1121,1367,5d7f598628843a00181eb444,"7,12,13"
1122,1563,6447b9633f4b280aad385306,"1,2,4,5,6,7,9"
1123,1286,572915440802f2000e3f1afe,"2,3,8,9,11,12"
1124,465,614ee866eb22f6b60f499a91,"3,9,12"
1125,1810,62a7970f8387f3fcc95b106b,"2,3,9"
1126,669,5ecf9b46617a9b3dd56b3fe3,"3,6,7,8,9,12,13"
1127,615,65b8ed59ce9227ca26bfe119,"4,6,7,12,13"
1128,633,63d79eee3050f200940fd28d,"3,6,9,12"
1129,1858,5d86fbe77e54b0001a80fd8b,"4,9"
1130,663,5f526f33a80f5b51817cc53c,"1,2,3,7"
1131,347,63222311994c6e4c35bb2a55,"3,7,12,13"
1132,1487,660ffcfea4935cf6b999c588,"1,2,4,9"
1133,636,5b544d49026602000179257e,"3,4,8,9,12"
1134,,60a570225b073d046324f34f,"1,7"
1135,1554,645514dc6131c93e54f0792f,"3,5,7,8,9,11"
1136,1321,6554d2f98fb92782e7a137fd,"4,9,13"
1137,434,5e2b7ca12f20ff1d0b611a6b,"2,10,12"
1138,1272,552a8dd1fdf99b4e4716e81b,"6,7,9,11,13"
1139,416,5b6b4de80d296a0001331375,"4,5,9"
1140,224,5ccf41c9bd0d3e001593ce92,"2,3,4,6,7,8,9,10,12"
1141,350,5ce048d52913f30018e098ef,"3,6,8,9,12"
1142,366,65ce2ce3f2f16c6a9e8c68c8,"3,4,7,9,10,12,13"
1143,1845,58bc46e24cdfd90001778235,
1144,354,5a75a77817ef3500016ffd06,
1145,1842,56b10faa6399f90011da710d,"1,4,8,9,11,12,13"
1146,1498,651c1d7524852e9f9d614ce3,12
1147,1217,58713c5e58ca4c00018ce3ea,"2,3,9"
1148,203,5f744d89a37f7b1e74d264a2,"3,7,10,12"
1149,122,63e4bb5f5db4ae5ba8d51578,"5,9"
1150,1576,5b97f2375612b30001acc4c9,"3,9,10,12"
1151,1980,596e1edd39e9d00001b7bb98,"4,7,9"
1152,457,5ea159434ac916016387488e,12
1153,1438,59d39d8200d49400018173d9,"4,7,9,10,12"
1154,1275,62b2510090c080a481c2c8ef,"2,3,7,8,9,10"
1155,1960,5ccef4423f15b900199e1ec3,"4,8,12"
1156,790,5a0c4184fe645f0001e9f5dd,"5,9,11"
1157,408,62a1ef4b118ae7c6c666e130,"2,7,9,10,12"
1158,33,57be9976c5234c00014706c1,"1,2,4"
1159,573,6400d8ee84822ae55ab5c542,"2,6,7,8,10,12"
1160,1268,5ea2dc80c30a77212dcb8b00,"2,3,4,7,9,10,12"
1161,234,5bb62f1a3e969700019bd44d,"3,4,7"
1162,1298,5fb3d0c3f2ff18016df4934d,"3,6,9"
1163,800,5c8b065abd96ce0001947d1b,"4,7,9,12"
1164,1860,5fb2ae0ca2a0228f3a257bd6,"7,9,10,12"
1165,636,60bbdb37286980cc3ba6f309,"4,6,9,12,13"
1166,425,5c967843d676900016e1ac8e,"4,7,9,10,11,12"
1167,1267,660bc636381f3bbd5d62e483,"4,6,7,9,10"
1168,1758,62b1eaacbc6e41266c8c35f1,1
1169,622,5ce7f7ae2aa9590016af2ba7,"2,3,10,11"
1170,802,5c5c88c76a946500015a31cb,"8,11,12"
1171,1253,5ecb8b9769a97533b322eabf,"1,4,5,6,7,9,10,12,13"
1172,1276,6481ec9f0a58d32023a4fd94,"7,10,12"
1173,649,599ea448fc15d200014b9e81,"2,3,4,6,11"
1174,159,59e7eb5d62637600014a7db2,"3,6,7,12"
1175,333,66058ade5eb30823734bc4d1,"2,3,4,5,6,9,10,12,13"
1176,257,5e67bcf03f8a34063871ba27,"3,8,10,12,13"
1177,773,5c48764dff09720001a80abd,"4,9,12"
1178,129,5d20c6d5b1e50a001c19e622,"4,9,10,12"
1179,178,5df8df8e8d257b65573a2bd2,9
1180,793,63f786dfb353aa9691838575,"3,5,11,12"
1181,464,645eb0f76e08c281f4b9d895,"3,7,8,9,11,12"
1182,317,5964e073241f8d0001065056,"3,12"
1183,825,6266a4e5846e1e41812a0432,"2,3,4,7,8,10"
1184,382,660ea49e90b8fc1b7a37c382,"2,3,4,8,13"
1185,62,5f58e69c670dc40a0ee2dc7b,"2,9,13"
1186,707,5c6e60b04e08ad00018cc995,"4,9,10"
1187,241,6361bfe81e0da4a406b33f1e,"4,9,12"
1188,1444,5a022e98728b1b0001ad8b6b,"2,3,9,11"
1189,171,65cb65eb9967e5393a787064,"6,9,12"
1190,470,63f77cac11a2ddb8e7276c44,"1,2,3,4,5,6,7,8,9,10,11,12,13"
1191,1438,594ea461c6a70f00010aaa8d,"4,7,13"
1192,1006,5f315cecbe54fd0d2b853c89,"3,4,5,9"
1193,59,5da2f9f17809b60014fc839a,"4,9,12"
1194,1523,63ea4151313771a945ff83b7,"4,12"
1195,1038,5f6fb3e1e5d748575a2cff99,"4,7,9,11,12,13"
1196,1255,5bc9b73072cd020001acdaa9,"3,6,7,8,12"
1197,758,60743e408fd768b1a939ed4c,"7,13"
1198,1488,5ecd49233f464e08bf0e4c50,"4,9,12"
1199,1268,627a76715c52f43dd8b4f6a2,"2,5,9"
1200,355,62a4d721a9d118a25be1ed3f,"9,10,11"
1201,428,63207e25241a6fad058a6a2a,"4,9"
1202,1661,63fa26eac1c86fa597131481,"2,4,6,7,8,9,12,13"
1203,99,65ca2977bc327c60dbc2232c,"4,6"
1204,1640,5f85f0cab3f4e20ebf578203,"8,10"
1205,,5ebc0abd2cc5f1054c82a0d7,"9,12"
1206,633,5f3e7b0914cf8e095d681bdf,"1,2,3,4,6,7,9,10,12"
1207,851,63ed0392b8b24c34aaf26310,"1,2,3,4,6,11,13"
1208,822,59f4a9477086f80001941298,"1,2,4,5"
1209,1356,58174d95a22f0f0001a3f0be,"3,6,7,12,13"
1210,1466,65ccd0974fd2300b7bfef5fe,"4,9"
1211,345,57dfd8f5631235000138b0e1,"1,3,4,9,10,11,12,13"
1212,799,5739f0a514f69e000d7c8f1a,"5,7,8,9"
1213,402,5f057c7f3f3bf0000b446bb9,"4,9"
1214,761,5e31a1526ef37a1879a94441,"6,7,10,11,12"
1215,278,615ed10d0d5f13159d41df8c,"2,3,6,7,8,9,12,13"
1216,1370,60f9425c7cd7f5e12ccd1b9b,"2,3,4,7,8,10,12,13"
1217,290,63c530b1ddee335e5e62c017,"8,9"
1218,243,5f4cbdf9f599118d27c21442,"1,6,12"
1219,1092,5dcee6c390fc85034dc528b6,"1,3,6"
1220,1888,5a70b6b882968f0001a6b12f,13
1221,824,653e7cda114b6a662357f026,"3,4,8,9,11,12"
1222,319,5aa29a476219a30001f5774c,"6,7,8"
1223,168,63f78e7ceedefab7c7a62d23,"1,3,4,5,6,8,9,10,11,13"
1224,687,5f33f48e7a8953257c8d5923,"6,9"
1225,1774,639844d5b2757a6f6377a69b,"1,2,6,9,10"
1226,917,6511a5021868e578451fc530,"3,7,9,10"
1227,1820,660983b135f3064c16342b09,"2,9,10"
1228,389,63fb3a51bf9ed8602ccf21c4,"3,4,7,8,10,11,12"
1229,919,6572f99f94123ad97adac828,"3,10,13"
1230,34,5ed2c233dddac00c412585f6,"7,8,9,10,11,12,13"
1231,1330,60a6a76aca6c98b970de90f2,"6,9,12"
1232,1597,58f93198dbfafa0001d227c9,"1,2,9"
1233,1244,5ead58cf86ea9b025ef6c153,"2,3,4,10,12"
1234,470,5ad06853b438910001ac8bee,"2,3,6,7,8,13"
1235,1278,5c61dc8d24035400014b63da,"2,8,13"
1236,677,56d84c584a9be1000a535f9c,"3,5,7,11,13"
1237,1281,655b67877536d232728dfa6c,"9,10,11,13"
1238,407,56e87c23eefcff000596f0c1,"2,7,9,10"
1239,974,637e3bedd8c3601a81a65889,"4,6,9,12,13"
1240,611,5982e7b91815040001e698c4,"2,3,6,7,8,9,11,13"
1241,785,659567c2c889eb569e8b2829,"4,6,8,11,13"
1242,1584,5ee0a3bc2f43f70568e950a3,"3,11"
1243,558,5ac3c4470527ba0001c20712,"1,2,4,8"
1244,497,5e90d908621d9b40667fc3d5,"1,3,4,6,8,9,12,13"
1245,208,651037fc8b6fb8a184e1cc63,"5,6,12"
1246,1305,58c8497430c4cf0001ce9caf,"6,7,12"
1247,1466,5ce1b37e71a170001971342c,"1,2,4,6,12"
1248,1661,6596a3a22d0772e300a5aab3,"2,10"
1249,2027,5a143884bd04860001b01123,"3,4,6,7,9,10"
1250,1304,6318acc6273e916b39a95a85,3
1251,432,5faac85e364c744c43a54ec5,"9,10,13"
1252,720,5db09b3a9611830016dd495b,"1,2,4,5,8,9"
1253,1346,6169ea2f9163a46bf5f356e2,"2,3,9"
1254,1274,60fec3441bfba411416b4925,"3,5,7,9,12"
1255,1433,5988c0bf73278100014b38b2,"3,4"
1256,639,5ea5856f110e69000a0f7509,"6,7,8,11,12,13"
1257,456,5ef759262a8ed146726775d5,"3,6,8,12"
1258,796,63fc7ac4c0ba10b71a25a63d,"7,10,11"
1259,202,63d043863d3ac95993dca399,"5,6,9,10"
1260,1678,5efa358d3b02ed8465b9a726,"4,9"
1261,1813,5f0ced9d5a17786fb11b7f47,10
1262,699,5b1386089663ee0001461b6e,"3,4,5,7,8,9,10,12,13"
1263,713,5cf510ccb0bafb00161ffd56,"7,9,12"
1264,194,59dccd61e75b450001a689b7,"2,3,4,7,12"
1265,1947,5c3e3905c061930001b5e89d,"3,8,11"
1266,388,5e7c89a515980f2c5cf93d5d,"8,9,11,12"
1267,841,5dd11840d690721b2469a344,"1,2,4,10,13"
1268,1085,5eac351c63858608351866b4,"8,11"
1269,1007,5d3587a13e11900001093ae8,"10,11"
1270,917,5c37b6c692952a0001b3216d,10
1271,805,6115ddc1b0981cea63afacce,"2,3,10,12,13"
1272,116,638df25c28a73c52e405ef95,"2,4,7,8,11,12"
1273,1252,60d9a0d345504b76c6fb29f6,"2,3,4,9,10,12,13"
1274,874,61680035775d6be6c3034464,"2,4,7,10,12"
1275,1121,63165de0ced5d025b6e0be70,"1,5,9,12,13"
1276,404,58642f6cda731b0001049ad5,"3,10,12"
